Entry	Entry Name	Gene Names	Length	EC number	Gene Ontology IDs
Q46865	MQSR_ECOLI	mqsR ygiU b3022 JW2990	98	3.1.-.-	GO:0004521; GO:0006355; GO:0009372; GO:0016892; GO:0017148; GO:0043488; GO:0044010; GO:0045892; GO:0061157; GO:0110001; GO:2000145
Q46871	YQJH_ECOLI	yqjH b3070 JW3041	254	1.16.1.9	GO:0005829; GO:0010106; GO:0015891; GO:0033212; GO:0033214; GO:0050660; GO:0052851; GO:0071289; GO:0071949
Q46877	NORV_ECOLI	norV flrD ygaI ygaJ ygaK b2710 JW2680	479		GO:0005506; GO:0005737; GO:0009055; GO:0010181; GO:0016661; GO:0016966; GO:0032991; GO:0042802; GO:0046210; GO:0071731
Q46893	ISPD_ECOLI	ispD ygbP b2747 JW2717	236	2.7.7.60	GO:0000287; GO:0005829; GO:0016114; GO:0019288; GO:0042802; GO:0050518
Q46896	CAS1_ECOLI	ygbT cas1 b2755 JW2725	305	3.1.-.-	GO:0003677; GO:0005737; GO:0006281; GO:0006974; GO:0008821; GO:0017108; GO:0042802; GO:0042803; GO:0043571; GO:0046872; GO:0051607; GO:0099048
Q46897	CAS6_ECOLI	casE cas6e ygcH b2756 JW2726	199	3.1.-.-	GO:0003723; GO:0004521; GO:0006396; GO:0032991; GO:0051607; GO:0099048
Q46898	CAS5_ECOLI	casD cas5 ygcI b2757 JW5844	224		GO:0003723; GO:0032991; GO:0043571; GO:0051607; GO:0071667; GO:0099048
Q46899	CASC_ECOLI	casC cas4 cse4 ygcJ b2758 JW2728	363		GO:0003723; GO:0032991; GO:0051607; GO:0071667; GO:0099048
Q46901	CSE1_ECOLI	casA cse1 ygcL b2760 JW2730	502		GO:0003677; GO:0003723; GO:0008270; GO:0032991; GO:0051607; GO:0099048
Q46920	QUEF_ECOLI	queF yqcD b2794 JW2765	282	1.7.1.13	GO:0005829; GO:0008616; GO:0033739
Q46925	CSDA_ECOLI	csdA ygdJ b2810 JW2781	401	2.8.1.7; 3.13.1.-; 4.4.1.16	GO:0000096; GO:0008826; GO:0009000; GO:0016226; GO:0016261; GO:0016783; GO:0016787; GO:0019448; GO:0030170; GO:0031071; GO:0072348; GO:1990221
Q46927	TCDA_ECOLI	tcdA csdL ygdL b2812 JW2783	268	6.1.-.-	GO:0005524; GO:0008641; GO:0016020; GO:0030955; GO:0031402; GO:0042803; GO:0061503; GO:0061504
Q46938	KDUI_ECOLI	kduI yqeE b2843 JW2811	278	5.3.1.17	GO:0004347; GO:0005829; GO:0008270; GO:0008697; GO:0019698; GO:0042802; GO:0042803; GO:0042840; GO:0045490; GO:0046872
Q46948	YAJL_ECOLI	yajL thiJ b0424 JW5057	196	3.1.2.-; 3.5.1.-; 3.5.1.124	GO:0005737; GO:0005829; GO:0006281; GO:0009408; GO:0016787; GO:0030091; GO:0034599; GO:0036524; GO:0042026; GO:0042254; GO:0042803
Q47146	FADE_ECOLI	fadE yafH b0221 JW5020	814	1.3.8.7; 1.3.8.8	GO:0003995; GO:0004466; GO:0005737; GO:0009062; GO:0033539; GO:0050660; GO:0070991
Q47149	YAFQ_ECOLI	yafQ b0225 JW0215	92	3.1.-.-	GO:0003677; GO:0003723; GO:0004521; GO:0006402; GO:0006415; GO:0016892; GO:0040008; GO:0043022; GO:0044010; GO:0045892; GO:0046677; GO:0110001
Q47150	DINJ_ECOLI	dinJ b0226 JW0216	86		GO:0000987; GO:0003677; GO:0006351; GO:0015643; GO:0040008; GO:0042803; GO:0044010; GO:0045892; GO:0110001; GO:2000143
Q47152	RAYT_ECOLI	rayT TnpAREP yafM b0228 JW0218	165		GO:0000014; GO:0000405; GO:0003677; GO:0003697; GO:0004803; GO:0006310; GO:0006313; GO:0032448; GO:0043565
Q47155	DPO4_ECOLI	dinB dinP b0231 JW0221	351	2.7.7.7	GO:0000287; GO:0000731; GO:0003684; GO:0003887; GO:0005737; GO:0006261; GO:0006974; GO:0009432; GO:0042276; GO:0070987
Q47319	TAPT_ECOLI	tapT tuaA yfiP b2583 JW5409	232	2.5.1.25	GO:0006400; GO:0008270; GO:0016432
Q47377	ARNE_ECOLI	arnE pmrL yfbW b4544 JW2252	111		GO:0005886; GO:0009103; GO:0009245; GO:0010041; GO:0022857; GO:0055085; GO:1901264; GO:1901505
Q57261	TRUD_ECOLI	truD ygbO b2745 JW2715	349	5.4.99.27	GO:0001522; GO:0003723; GO:0005829; GO:0009982; GO:0031119; GO:0106029
Q59385	COPA_ECOLI	copA atcU f834 ybaR b0484 JW0473	834	7.2.2.8	GO:0005507; GO:0005524; GO:0005737; GO:0005886; GO:0006825; GO:0010273; GO:0015080; GO:0015662; GO:0016020; GO:0016887; GO:0043682; GO:0055070; GO:0060003; GO:0071280; GO:0071292; GO:0140581; GO:1902601
Q6BF16	DGOA_ECOLI	dgoA yidU b4477 JW5628	205	4.1.2.21	GO:0008674; GO:0034194
Q6BF17	DGOD_ECOLI	dgoD yidU b4478 JW5629	382	4.2.1.6	GO:0000287; GO:0008869; GO:0009063; GO:0034194
Q93K97	ADPP_ECOLI	nudF aspP yqiE yzzG b3034 JW3002	209	3.6.1.13	GO:0000287; GO:0005829; GO:0006753; GO:0009408; GO:0016462; GO:0019144; GO:0019693; GO:0042803; GO:0047631
A5A627	TISB_ECOLI	tisB ysdB b4618 JW3649	29		GO:0005253; GO:0005886; GO:0006974; GO:0009432; GO:0016020; GO:0022611
P00547	KHSE_ECOLI	thrB b0003 JW0002	310	2.7.1.39	GO:0004413; GO:0005524; GO:0005829; GO:0009088; GO:0016310
P00816	CYNS_ECOLI	cynS cnt b0340 JW0331	156	4.2.1.104	GO:0003677; GO:0008824; GO:0009440
P00887	AROH_ECOLI	aroH b1704 JW1694	348	2.5.1.54	GO:0003849; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0042802
P00888	AROF_ECOLI	aroF b2601 JW2582	356	2.5.1.54	GO:0003849; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0042802
P00895	TRPE_ECOLI	trpE b1264 JW1256	520	4.1.3.27	GO:0000162; GO:0004049; GO:0005950; GO:0046872
P00909	TRPC_ECOLI	trpC trpF b1262 JW1254	453	4.1.1.48; 5.3.1.24	GO:0000162; GO:0004425; GO:0004640
P00934	THRC_ECOLI	thrC b0004 JW0003	428	4.2.3.1	GO:0004795; GO:0005829; GO:0009088; GO:0030170
P00944	XYLA_ECOLI	xylA b3565 JW3537	440	5.3.1.5	GO:0000287; GO:0005737; GO:0009045; GO:0042803; GO:0042843
P00954	SYW_ECOLI	trpS b3384 JW3347	334	6.1.1.2	GO:0004830; GO:0005524; GO:0005829; GO:0006436
P00961	SYGB_ECOLI	glyS glyS(B) b3559 JW3530	689	6.1.1.14	GO:0000049; GO:0004814; GO:0004820; GO:0005524; GO:0005829; GO:0006420; GO:0006426; GO:0009345
P02413	RL15_ECOLI	rplO b3301 JW3263	144		GO:0002181; GO:0003735; GO:0005737; GO:0019843; GO:0022625
P02924	ARAF_ECOLI	araF b1901 JW1889	329		GO:0015407; GO:0016020; GO:0030246; GO:0030288; GO:0042882; GO:0048029; GO:0055052
P02932	PHOE_ECOLI	phoE ompE b0241 JW0231	351		GO:0009279; GO:0015288; GO:0034220; GO:0046930
P03014	PINE_ECOLI	pinE pin b1158 JW1144	184	3.1.22.-; 6.5.1.-	GO:0000150; GO:0003677; GO:0006310; GO:0015074; GO:0016787; GO:0016874
P03024	GALR_ECOLI	galR b2837 JW2805	343		GO:0000976; GO:0003677; GO:0003700; GO:0006012; GO:0006351; GO:0006355; GO:0042802
P03813	YGEA_ECOLI	ygeA b2840 JW2808	230	5.1.1.10	GO:0006807; GO:0047661
P03817	MIOC_ECOLI	mioC yieB b3742 JW3720	147		GO:0005829; GO:0010181; GO:0051302
P04335	FRSA_ECOLI	frsA yafA b0239 JW0229	414	3.1.1.1	GO:0016787; GO:0043470; GO:0106435
P04816	LIVK_ECOLI	livK b3458 JW3423	369		GO:0015803; GO:0015820; GO:0015823; GO:0016020; GO:0030288; GO:0055052; GO:0070728
P04951	KDSB_ECOLI	kdsB b0918 JW0901	248	2.7.7.38	GO:0000287; GO:0005829; GO:0008690; GO:0019294; GO:0033468
P05100	3MG1_ECOLI	tag b3549 JW3518	187	3.2.2.20	GO:0006284; GO:0008725; GO:0046872
P05459	PDXB_ECOLI	pdxB b2320 JW2317	378	1.1.1.290	GO:0005829; GO:0008615; GO:0033711; GO:0036001; GO:0042803; GO:0051287
P05706	PTHA_ECOLI	srlB gutB b2704 JW2673	123		GO:0005737; GO:0008982; GO:0009401; GO:0015795; GO:0016301; GO:0016310; GO:0016773; GO:1902495
P05707	SRLD_ECOLI	srlD gutD b2705 JW2674	259	1.1.1.140	GO:0006062; GO:0009010; GO:0016616; GO:0032991; GO:0042802; GO:0051289
P05719	T1SK_ECOLI	hsdS hss b4348 JW4311	464		GO:0003677; GO:0009307; GO:0019812
P06610	BTUE_ECOLI	btuE b1710 JW1700	183	1.11.1.24; 1.11.1.9	GO:0000302; GO:0004602; GO:0008379; GO:0033194; GO:0034599; GO:0042597
P06720	AGAL_ECOLI	melA mel-7 b4119 JW4080	451	3.2.1.22	GO:0004557; GO:0005829; GO:0005995; GO:0016616; GO:0030145; GO:0070403
P06864	BGA2_ECOLI	ebgA b3076 JW5511	1030	3.2.1.23	GO:0004565; GO:0005990; GO:0009341; GO:0030246
P06986	HIS8_ECOLI	hisC b2021 JW2003	356	2.6.1.9	GO:0000105; GO:0004400; GO:0005829; GO:0030170; GO:0042802
P06987	HIS7_ECOLI	hisB b2022 JW2004	355	3.1.3.15; 4.2.1.19	GO:0000105; GO:0004401; GO:0004424; GO:0005737; GO:0042802; GO:0046872
P06989	HIS2_ECOLI	hisI hisIE b2026 JW2008	203	3.5.4.19; 3.6.1.31	GO:0000105; GO:0004635; GO:0004636; GO:0005524; GO:0005829
P07018	MCP4_ECOLI	tap b1885 JW1874	533		GO:0004888; GO:0005886; GO:0006935; GO:0007165
P07023	TYRA_ECOLI	tyrA b2600 JW2581	373	1.3.1.12; 5.4.99.5	GO:0004106; GO:0004665; GO:0005737; GO:0006571; GO:0008977; GO:0009094; GO:0042803; GO:0046417; GO:0070403
P07109	HISP_ECOLI	hisP b2306 JW2303	257	7.4.2.1	GO:0005291; GO:0005524; GO:0015424; GO:0016020; GO:0016887; GO:0055052; GO:0089709; GO:0089718; GO:1903810
P07364	CHER_ECOLI	cheR cheX b1884 JW1873	286	2.1.1.80	GO:0005829; GO:0005886; GO:0006479; GO:0006935; GO:0008276; GO:0008983; GO:0098561
P07650	TYPH_ECOLI	deoA tpp ttg b4382 JW4345	440	2.4.2.4	GO:0004645; GO:0005829; GO:0006206; GO:0006213; GO:0006974; GO:0009032; GO:0016020; GO:0016154; GO:0046104
P07762	GLGB_ECOLI	glgB b3432 JW3395	728	2.4.1.18	GO:0003844; GO:0004553; GO:0005737; GO:0005829; GO:0005978; GO:0006974; GO:0043169; GO:0102752
P07813	SYL_ECOLI	leuS b0642 JW0637	860	6.1.1.4	GO:0002161; GO:0004823; GO:0005524; GO:0005829; GO:0006429
P08178	PUR5_ECOLI	purM purG b2499 JW2484	345	6.3.3.1	GO:0004637; GO:0004641; GO:0005524; GO:0005829; GO:0006164; GO:0006189; GO:0046084
P08189	FIMF_ECOLI	fimF b4318 JW4281	176		GO:0007155; GO:0007638; GO:0009289; GO:0009419; GO:0031589; GO:0043709
P08190	FIMG_ECOLI	fimG b4319 JW4282	167		GO:0007155; GO:0007638; GO:0009289; GO:0009419; GO:0031589; GO:0043709
P08194	GLPT_ECOLI	glpT b2240 JW2234	452		GO:0005886; GO:0006071; GO:0015169; GO:0015315; GO:0015527; GO:0015760; GO:0015793; GO:0015794; GO:0035435; GO:0061513
P08202	ARAA_ECOLI	araA b0062 JW0061	500	5.3.1.4	GO:0005829; GO:0008733; GO:0019568; GO:0019569; GO:0030145
P08204	ARAB_ECOLI	araB b0063 JW0062	566	2.7.1.16	GO:0005524; GO:0005737; GO:0008741; GO:0016052; GO:0016773; GO:0019150; GO:0019321; GO:0019568; GO:0019569; GO:0019572; GO:0046835
P08331	CPDB_ECOLI	cpdB b4213 JW4171	647	3.1.3.6; 3.1.4.16	GO:0000166; GO:0006974; GO:0008254; GO:0008663; GO:0009166; GO:0030288; GO:0046872
P08365	CHPS_ECOLI	chpS chpBI yjfB b4224 JW5750	83		GO:0003677; GO:0006355; GO:0030307; GO:0040008; GO:0044010; GO:0097351; GO:0110001
P08368	CREB_ECOLI	creB yjjE b4398 JW4361	229		GO:0000156; GO:0000976; GO:0000987; GO:0005829; GO:0006355; GO:0032993; GO:0042802; GO:0045893
P08400	PHOR_ECOLI	phoR nmpB b0400 JW0390	431	2.7.13.3	GO:0000155; GO:0004721; GO:0005524; GO:0005829; GO:0005886; GO:0006355; GO:0006817; GO:0007165; GO:0016036
P08401	CREC_ECOLI	creC phoM b4399 JW4362	474	2.7.13.3	GO:0000155; GO:0005524; GO:0005886; GO:0019660
P08722	PTV3B_ECOLI	bglF bglC bglS b3722 JW3700	625	2.7.1.-	GO:0005886; GO:0008982; GO:0009401; GO:0015771; GO:0016301; GO:0016310; GO:0090589
P08957	T1MK_ECOLI	hsdM hsm b4349 JW4312	529	2.1.1.72	GO:0003677; GO:0005829; GO:0008170; GO:0009007; GO:0009307; GO:0019812
P09053	AVTA_ECOLI	avtA b3572 JW5652	417	2.6.1.66	GO:0005829; GO:0009042; GO:0030170; GO:0030632; GO:1901605
P09151	LEU1_ECOLI	leuA b0074 JW0073	523	2.3.3.13	GO:0003852; GO:0003985; GO:0005829; GO:0009098; GO:0030145
P09184	VSR_ECOLI	vsr b1960 JW1943	156	3.1.-.-	GO:0003677; GO:0006298; GO:0043765; GO:0046872
P09378	RHAR_ECOLI	rhaR rhaC1 b3906 JW3877	282		GO:0003700; GO:0005737; GO:0006351; GO:0019299; GO:0043565; GO:0045893
P09549	DEDD_ECOLI	dedD b2314 JW5378	220		GO:0005886; GO:0008047; GO:0030428; GO:0032153; GO:0032506; GO:0042834
P09551	ARGT_ECOLI	argT b2310 JW2307	260		GO:0006995; GO:0009267; GO:0015822; GO:0016020; GO:0030288; GO:0055052; GO:0071294; GO:0089718; GO:1902022
P09836	UHPC_ECOLI	uhpC b3667 JW3642	439		GO:0000160; GO:0005886; GO:0015760; GO:0016020; GO:0035435; GO:0061513
P0A6A6	LEUC_ECOLI	leuC b0072 JW0071	466	4.2.1.33	GO:0003861; GO:0005829; GO:0009098; GO:0009316; GO:0046872; GO:0051539
P0A6C5	ARGA_ECOLI	argA b2818 JW2786	443	2.3.1.1	GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0103045
P0A6E9	BIOD2_ECOLI	bioD2 ynfK b1593 JW5264	231	6.3.3.3	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102; GO:0042803
P0A6I3	COAA_ECOLI	coaA panK rts b3974 JW3942	316	2.7.1.33	GO:0004594; GO:0005524; GO:0005737; GO:0015937; GO:0016310; GO:0042803; GO:0050165
P0A6I9	COAE_ECOLI	coaE yacE b0103 JW0100	206	2.7.1.24	GO:0004140; GO:0005524; GO:0005737; GO:0015937; GO:0016310
P0A6J8	DDLA_ECOLI	ddlA b0381 JW0372	364	6.3.2.4	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0010165; GO:0046872; GO:0071555
P0A6L9	HSCB_ECOLI	hscB yfhE b2527 JW2511	171		GO:0001671; GO:0005829; GO:0006457; GO:0044571; GO:0051087; GO:0051259; GO:0097428; GO:1990230
P0A6S3	FLGI_ECOLI	flgI fla FIX flaM b1080 JW1067	365		GO:0005198; GO:0006974; GO:0009428; GO:0030288; GO:0071973
P0A6S7	GPDA_ECOLI	gpsA b3608 JW3583	339	1.1.1.94	GO:0005829; GO:0005975; GO:0006072; GO:0009331; GO:0042803; GO:0046167; GO:0046168; GO:0046474; GO:0047952; GO:0051287
P0A6T9	GCSH_ECOLI	gcvH b2904 JW2872	129		GO:0005737; GO:0005829; GO:0005960; GO:0006730; GO:0019464
P0A6U8	GLGA_ECOLI	glgA b3429 JW3392	477	2.4.1.21	GO:0004373; GO:0005829; GO:0005978; GO:0006974; GO:0009011; GO:0033201
P0A6V5	GLPE_ECOLI	glpE b3425 JW3388	108	2.8.1.1	GO:0004792; GO:0005737; GO:0006071; GO:0006791
P0A6V8	GLK_ECOLI	glk b2388 JW2385	321	2.7.1.2	GO:0004340; GO:0005524; GO:0005536; GO:0005829; GO:0006096
P0A6W9	GSH1_ECOLI	gshA gsh-I b2688 JW2663	518	6.3.2.2	GO:0004357; GO:0005524; GO:0005829; GO:0006750; GO:0006972; GO:0046872; GO:0071243; GO:0071288
P0A722	LPXA_ECOLI	lpxA b0181 JW0176	262	2.3.1.129	GO:0005737; GO:0005829; GO:0008780; GO:0009245; GO:0042802
P0A734	MINE_ECOLI	minE b1174 JW1163	88		GO:0000918; GO:0005829; GO:0005886; GO:0032955; GO:0042802; GO:0051302
P0A752	NADD_ECOLI	nadD ybeN b0639 JW0634	213	2.7.7.18	GO:0000309; GO:0004515; GO:0005524; GO:0009435; GO:0034355; GO:0034628
P0A756	KEFG_ECOLI	kefG yheR b3351 JW3314	184	1.6.5.2	GO:0003955; GO:0005886; GO:0006813; GO:0008753; GO:0009055; GO:0010181; GO:0050136; GO:0051453; GO:1901381; GO:1903103
P0A761	NANE_ECOLI	nanE yhcJ b3223 JW3192	229	5.1.3.9	GO:0005829; GO:0005975; GO:0006053; GO:0009385; GO:0019262; GO:0047465
P0A780	NUSB_ECOLI	nusB groNB ssyB b0416 JW0406	139		GO:0003723; GO:0005829; GO:0006353; GO:0008023; GO:0031564; GO:0032784; GO:0042254
P0A7A5	PIMT_ECOLI	pcm b2743 JW2713	208	2.1.1.77	GO:0004719; GO:0005737; GO:0030091; GO:0032259; GO:0036211
P0A7D1	PTH_ECOLI	pth b1204 JW1195	194	3.1.1.29	GO:0004045; GO:0005737; GO:0006412; GO:0006515
P0A7D7	PUR7_ECOLI	purC b2476 JW2461	237	6.3.2.6	GO:0004639; GO:0005524; GO:0005829; GO:0006189; GO:0009236; GO:0016020; GO:0097216
P0A7F3	PYRI_ECOLI	pyrI b4244 JW4203	153		GO:0005737; GO:0006207; GO:0006221; GO:0008270; GO:0009347
P0A7H0	RECF_ECOLI	recF uvrF b3700 JW3677	357		GO:0000725; GO:0000731; GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006302; GO:0009411; GO:0009432
P0A7H3	RECO_ECOLI	recO b2565 JW2549	242		GO:0000725; GO:0006302; GO:0006310; GO:0043590
P0A7I0	RF1_ECOLI	prfA sueB uar b1211 JW1202	360		GO:0005829; GO:0006415; GO:0016149; GO:0043022
P0A7N1	RL31B_ECOLI	ykgM rpmE2 b0296 JW5035	87		GO:0002181; GO:0003735; GO:0005737; GO:0006412; GO:0022625; GO:0034224
P0A7Q1	RL35_ECOLI	rpmI b1717 JW1707	65		GO:0002181; GO:0003735; GO:0005737; GO:0022625
P0A7Y8	RNPA_ECOLI	rnpA b3704 JW3681	119	3.1.26.5	GO:0000049; GO:0001682; GO:0004526; GO:0006396; GO:0030677; GO:0042781
P0A805	RRF_ECOLI	frr rrf b0172 JW0167	185		GO:0002184; GO:0005737; GO:0005829; GO:0006412; GO:0043023
P0A877	TRPA_ECOLI	trpA b1260 JW1252	268	4.2.1.20	GO:0000162; GO:0004834; GO:0005737; GO:0005829; GO:0009073; GO:0016829; GO:0060090
P0A881	TRPR_ECOLI	trpR rtrY b4393 JW4356	108		GO:0003677; GO:0003700; GO:0005737; GO:0006355; GO:0043565; GO:0045892
P0A8A4	PSRP_ECOLI	ppsR ydiA b1703 JW1693	277	2.7.11.33; 2.7.4.28	GO:0004674; GO:0005524; GO:0005829; GO:0016310; GO:0016776; GO:0030234; GO:0043531
P0A8A8	RIMP_ECOLI	rimP yhbC b3170 JW5533	150		GO:0000028; GO:0005829; GO:0006412; GO:0042274
P0A8E7	YAJQ_ECOLI	yajQ b0426 JW5058	163		GO:0000049; GO:0000166; GO:0005524; GO:0005525; GO:0005829; GO:0006974; GO:0042542
P0A8F4	URK_ECOLI	udk b2066 JW2051	213	2.7.1.48	GO:0004849; GO:0005524; GO:0005737; GO:0005829; GO:0016310; GO:0043771; GO:0044206; GO:0044211
P0A8H8	YACG_ECOLI	yacG b0101 JW5008	65		GO:0006355; GO:0008270; GO:0008657
P0A8P1	LFTR_ECOLI	aat ycaA b0885 JW0868	234	2.3.2.6	GO:0005737; GO:0008914; GO:0016755; GO:0030163
P0A8Q6	CLPS_ECOLI	clpS yljA b0881 JW0865	106		GO:0006508; GO:0009408; GO:0030163; GO:0051087; GO:0140678
P0A8T1	PRMA_ECOLI	prmA yhdI b3259 JW3227	293	2.1.1.-	GO:0005829; GO:0016279; GO:0032259; GO:0042054; GO:0071885
P0A8U6	METJ_ECOLI	metJ b3938 JW3909	105		GO:0003677; GO:0003700; GO:0005829; GO:0009086; GO:0045892
P0A8Z3	YBGC_ECOLI	ybgC b0736 JW0726	134	3.1.2.-	GO:0005886; GO:0006629; GO:0016790; GO:0047617
P0A908	MIPA_ECOLI	mipA yeaF b1782 JW1771	248		GO:0009252; GO:0009279; GO:0030674
P0A927	TSX_ECOLI	tsx nupA b0411 JW0401	294		GO:0006811; GO:0009279; GO:0015471; GO:0015858; GO:0046718; GO:0046930
P0A996	GLPC_ECOLI	glpC b2243 JW2237	396		GO:0005886; GO:0009061; GO:0009331; GO:0019563; GO:0022900; GO:0046168; GO:0046872; GO:0051536; GO:0051539
P0A9C3	GALM_ECOLI	galM b0756 JW0739	346	5.1.3.3	GO:0004034; GO:0005737; GO:0006006; GO:0030246; GO:0033499
P0A9D4	CYSE_ECOLI	cysE b3607 JW3582	273	2.3.1.30	GO:0005829; GO:0006535; GO:0009001; GO:0009333; GO:0010165
P0A9E2	SOXS_ECOLI	soxS b4062 JW4023	107		GO:0000987; GO:0001108; GO:0003700; GO:0005737; GO:0006355
P0A9F1	MNTR_ECOLI	mntR ybiQ b0817 JW0801	155		GO:0003677; GO:0003700; GO:0005737; GO:0030145; GO:0045892; GO:0046983; GO:2000144
P0A9F3	CYSB_ECOLI	cysB b1275 JW1267	324		GO:0000976; GO:0003677; GO:0003700; GO:0005829; GO:0006355; GO:0010165; GO:0019344; GO:0042802
P0A9H1	MUG_ECOLI	mug ygjF b3068 JW3040	168	3.2.2.28	GO:0003677; GO:0004844; GO:0005737; GO:0006285; GO:0008263; GO:0043739
P0A9H5	BTUR_ECOLI	btuR cobA b1270 JW1262	196	2.5.1.17	GO:0005524; GO:0005737; GO:0006779; GO:0008817; GO:0009236; GO:0019250
P0A9I1	CITE_ECOLI	citE ybdW b0616 JW0608	302	4.1.3.34; 4.1.3.6	GO:0000287; GO:0005737; GO:0006084; GO:0006101; GO:0006107; GO:0008815; GO:0008816; GO:0009346
P0A9I5	NAPD_ECOLI	napD yojF b2207 JW2195	87		GO:0005048; GO:0005737; GO:0051224
P0A9L5	PPIC_ECOLI	ppiC parVA b3775 JW3748	93	5.2.1.8	GO:0003755; GO:0005737
P0A9L8	P5CR_ECOLI	proC b0386 JW0377	269	1.5.1.2	GO:0004735; GO:0005829; GO:0042802; GO:0055129
P0A9P9	IDNO_ECOLI	idnO yjgU b4266 JW4223	254	1.1.1.69	GO:0008874; GO:0042803; GO:0046183
P0A9S3	GATD_ECOLI	gatD b2091 JW2075	346	1.1.1.251	GO:0005829; GO:0008270; GO:0008868; GO:0019404; GO:0042802; GO:0042803
P0A9U1	YBHF_ECOLI	ybhF b0794 JW5104	578		GO:0005524; GO:0005886; GO:0006855; GO:0015562; GO:0015904; GO:0016887; GO:0035725; GO:0055052; GO:0090452; GO:1990961
P0A9W0	ULAR_ECOLI	ulaR yjfQ b4191 JW4149	251		GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0031418; GO:0045892
P0A9W6	IBAG_ECOLI	ibaG yrbA b3190 JW3157	84		GO:0005829; GO:0006879; GO:0016226; GO:0045454; GO:0051537; GO:0097533; GO:1990229
P0A9X1	ZNUC_ECOLI	znuC yebM b1858 JW1847	251	7.2.2.20	GO:0005524; GO:0010043; GO:0015633; GO:0016020; GO:0016887; GO:0042626; GO:0043190; GO:0055052; GO:0071578
P0AA39	RLUC_ECOLI	rluC yceC b1086 JW1072	319	5.4.99.24	GO:0000455; GO:0003723; GO:0005829; GO:0009982; GO:0120159
P0AA53	QMCA_ECOLI	qmcA ybbK b0489 JW0478	305		GO:0005886; GO:0042802
P0AA60	YGHB_ECOLI	yghB b3009 JW2976	219		GO:0005886; GO:0022857; GO:0043093; GO:0055085
P0AA63	YQJA_ECOLI	yqjA b3095 JW3066	220		GO:0005886; GO:0022857; GO:0043093; GO:0055085
P0AA67	RHTA_ECOLI	rhtA ybiF b0813 JW0798	295		GO:0005886; GO:0015291; GO:0015565; GO:0015826; GO:0042968; GO:0042970
P0AA80	GARP_ECOLI	garP yhaU b3127 JW3096	444		GO:0005886; GO:0019580; GO:0022857; GO:0042836; GO:0098656
P0AA86	DSBE_ECOLI	dsbE ccmG yejQ b2195 JW2183	185		GO:0005886; GO:0015036; GO:0017004; GO:0030288
P0AAA7	WZXE_ECOLI	wzxE wzx yifJ b3792 JW3766	416		GO:0005886; GO:0009246; GO:0140303
P0AAA9	ZRAP_ECOLI	zraP yjaI zra b4002 JW5546	141		GO:0005507; GO:0008270; GO:0016151; GO:0030288; GO:0036460; GO:0042802; GO:0050897
P0AAC0	USPE_ECOLI	uspE ydaA b1333 JW1327	316		GO:0005737; GO:0034644; GO:0036094; GO:0044010; GO:0070301; GO:0071973
P0AAD2	MTR_ECOLI	mtr b3161 JW3130	414		GO:0005886; GO:0015196; GO:0015293; GO:0015827
P0AAD4	TYRP_ECOLI	tyrP b1907 JW1895	403		GO:0005886; GO:0015173; GO:0015293
P0AAF3	ARAG_ECOLI	araG b1900 JW1888	504	7.5.2.12	GO:0005524; GO:0005829; GO:0005886; GO:0015612; GO:0016020; GO:0016887; GO:0042882; GO:0055052
P0AAF6	ARTP_ECOLI	artP b0864 JW0848	242	7.4.2.1	GO:0005524; GO:0005886; GO:0015426; GO:0016020; GO:0016887; GO:0055052; GO:0097638
P0AAG5	MDLB_ECOLI	mdlB mdl b0449 JW5061	593	7.6.2.2	GO:0005524; GO:0005886; GO:0008559; GO:0016020; GO:0016887; GO:0034040; GO:0046618; GO:0055085
P0AAG8	MGLA_ECOLI	mglA b2149 JW2136	506	7.5.2.11	GO:0005354; GO:0005524; GO:0005886; GO:0006974; GO:0015592; GO:0015757; GO:0015765; GO:0016020; GO:0016887; GO:0055052
P0AAH8	SAPF_ECOLI	sapF b1290 JW1283	268		GO:0005524; GO:0015489; GO:0015833; GO:0015847; GO:0016020; GO:0016887; GO:0055052
P0AAJ5	FDOH_ECOLI	fdoH b3893 JW3864	300		GO:0005886; GO:0006788; GO:0009326; GO:0015944; GO:0016020; GO:0019645; GO:0036397; GO:0045333; GO:0046872; GO:0051539
P0AAK1	HYCB_ECOLI	hycB hevB b2724 JW2694	203		GO:0006007; GO:0009061; GO:0009326; GO:0015944; GO:0019645; GO:0046872; GO:0051539
P0AAL0	NAPF_ECOLI	napF yojG b2208 JW2196	164		GO:0005737; GO:0006979; GO:0046872; GO:0051539
P0AAL3	NAPG_ECOLI	napG yojA yojB b2205 JW2193	231		GO:0005886; GO:0042597; GO:0046872; GO:0051539
P0AAN9	IRAP_ECOLI	iraP yaiB b0382 JW0373	86		GO:0005737; GO:0016036; GO:0042177; GO:0043856
P0AAP1	DGCC_ECOLI	dgcC adrA yaiC b0385 JW0376	371	2.7.7.65	GO:0005525; GO:0005886; GO:0042802; GO:0043709; GO:0046872; GO:0052621; GO:1902201; GO:2001008
